6135
1496	1573	153
2067	2164	231
2856	2954	329
3388	3489	428
3869	4075	530
6433	6554	737
8332	8552	859
8930	9037	1080
9636	9750	1188
10389	10535	1303
11102	11220	1450
13767	13861	1569
16974	17166	1664
0	797	0
0	1204	0
2829	2933	1205
0	115	0
2512	3767	116
0	543	0
1276	1535	544
0	1111	0
3615	3725	1112
6325	6470	1223
7206	7315	1369
8213	8374	1479
8535	8692	1641
9450	9598	1799
10092	10204	1948
10516	10634	2061
10726	10890	2180
11027	11154	2345
11447	11582	2473
12640	12723	2609
12819	12963	2693
14317	14491	2838
14945	15066	3013
15541	15641	3135
20485	20661	3236
25625	25759	3413
28179	28442	3548
0	294	0
3233	3421	295
5234	5412	484
6196	6321	663
6530	6649	789
6854	7030	909
8295	8456	1086
0	1513	0
2566	2667	1514
7457	7534	1616
14845	14901	1694
15974	16054	1751
19373	19561	1832
27138	27227	2021
28208	28285	2111
29042	29077	2189
30438	30527	2225
46073	46111	2315
53870	53947	2354
56522	56617	2432
60116	60372	2528
74167	74228	2785
0	1513	0
2566	2667	1514
7457	7534	1616
14845	14901	1694
15974	16054	1751
19373	19561	1832
27138	27227	2021
28208	28285	2111
29042	29077	2189
30438	30527	2225
46073	46111	2315
53870	53947	2354
60116	60372	2432
74167	74210	2689
144519	144572	2733
0	1513	0
2566	2667	1514
14845	14901	1616
15974	16054	1673
19373	19561	1754
27138	27227	1943
28208	28285	2033
29042	29077	2111
30438	30527	2147
46073	46111	2237
53870	53947	2276
60116	60372	2354
74167	74210	2611
144519	144572	2655
0	326	0
974	1054	327
1169	1538	408
0	156	0
330	475	157
0	301	0
434	470	302
0	1092	0
1170	1336	1093
2043	2104	1260
2760	2861	1322
5465	5538	1424
8241	8876	1498
9226	9305	2134
0	1092	0
1170	1336	1093
2043	2104	1260
2760	2861	1322
5465	5538	1424
8241	8876	1498
13199	13298	2134
0	1092	0
1170	1336	1093
2043	2104	1260
2760	2861	1322
5465	5538	1424
8241	8876	1498
20652	20774	2134
30190	30230	2257
34906	35017	2298
42255	42338	2410
43795	43985	2494
47410	47449	2685
47891	48230	2725
48482	48587	3065
49334	49415	3171
51662	51773	3253
0	1090	0
1168	1334	1091
2041	2102	1258
2758	2859	1320
2964	3260	1422
0	383	0
3711	3836	384
13252	13289	510
17965	18076	548
25314	25397	660
26854	27043	744
30469	30508	934
30950	31289	974
31541	31643	1314
32391	32471	1417
0	381	0
3709	3831	382
17963	18074	505
25312	25395	617
26852	27042	701
30467	30506	892
30948	31287	932
31539	31644	1272
32391	32472	1378
34719	34842	1460
0	381	0
3709	3831	382
13247	13287	505
17963	18074	546
25312	25395	658
26852	27042	742
30467	30506	933
30948	31287	973
31539	31644	1313
32391	32472	1419
34719	34909	1501
0	294	0
3622	3752	295
13173	13199	426
17875	17985	453
25224	25306	564
26764	26954	647
30379	30418	838
30860	31199	878
31451	31556	1218
32303	32384	1324
34631	34799	1406
0	169	0
373	458	170
1861	1979	256
2446	4219	375
0	40	0
2401	2535	41
2760	2810	176
3957	4053	227
4542	4677	324
5137	5220	460
5478	5566	544
5876	5931	633
6301	6388	689
6725	6811	777
6994	7123	864
7206	8909	994
0	1067	0
0	526	0
2904	3028	527
3904	3929	652
5313	5543	678
0	52	0
805	940	53
1739	1883	189
1962	2062	334
2450	2517	435
2900	3041	503
3495	3657	645
4374	4528	808
0	46	0
544	673	47
860	948	177
1759	1877	266
1956	2056	385
2444	2511	486
2894	3035	554
3489	3651	696
4368	4522	859
0	46	0
544	678	47
1690	1877	182
1956	2056	370
2444	2511	471
2894	3035	539
3489	3655	681
4345	4370	848
4398	4522	874
0	282	0
461	579	283
665	772	402
911	1033	510
1916	2005	633
2942	3065	723
3667	3725	847
4328	4422	906
5325	5418	1001
5678	5757	1095
6267	6298	1175
0	282	0
461	579	283
665	772	402
911	1033	510
1916	2005	633
2942	3065	723
3667	3725	847
4328	4422	906
5325	5418	1001
5678	5757	1095
6267	6354	1175
6563	6749	1263
6954	7131	1450
7571	7658	1628
0	122	0
205	481	123
0	3410	0
4041	4209	3411
4607	4679	3580
6865	7017	3653
7127	7173	3806
0	3410	0
4041	4209	3411
4607	4679	3580
6865	7017	3653
11488	11561	3806
11783	11952	3880
0	3410	0
4041	4209	3411
4607	4679	3580
6865	7017	3653
11488	11561	3806
19347	19413	3880
0	3410	0
4041	4209	3411
4607	4679	3580
6865	7017	3653
11488	11561	3806
24038	24096	3880
0	3410	0
4041	4209	3411
4607	4679	3580
6865	7017	3653
24038	24096	3806
0	519	0
1150	1318	520
1716	1793	689
3974	4126	767
8597	8670	920
16456	16511	994
0	52	0
968	1077	53
1802	1889	163
2491	2560	251
3677	3751	321
4831	4929	396
5382	5531	495
6521	6589	645
7856	7999	714
8444	8589	858
9358	9406	1004
10115	10234	1053
10483	10582	1173
11289	11392	1273
12812	12905	1377
13888	13997	1471
14397	14507	1581
15193	15287	1692
15969	16071	1787
17821	17853	1890
19439	19610	1923
20103	20239	2095
20566	20721	2232
21302	21454	2388
21801	21893	2541
22184	22294	2634
22684	22791	2745
22977	23743	2853
24220	24310	3620
24760	24834	3711
0	52	0
968	1077	53
1802	1889	163
2491	2560	251
3677	3751	321
4831	4929	396
5382	5531	495
6521	6589	645
7856	7999	714
8444	8589	858
9358	9406	1004
10115	10234	1053
10483	10582	1173
11289	11392	1273
12812	12905	1377
13888	13997	1471
14397	14507	1581
15193	15287	1692
15969	16071	1787
19439	19610	1890
20103	20239	2062
20566	20721	2199
21302	21454	2355
21801	21893	2508
22184	22294	2601
22684	22791	2712
22977	23743	2820
24220	24310	3587
24760	24834	3678
0	219	0
488	636	220
907	988	369
1444	1575	451
5757	5831	583
6606	6693	658
8765	8835	746
9800	9844	817
10628	10767	862
11260	11382	1002
12284	12313	1125
13050	13180	1155
14226	14316	1286
15678	15799	1377
16967	17051	1499
17857	17925	1584
18455	18532	1653
18974	19018	1731
20644	20700	1776
22420	22594	1833
24539	24596	2008
0	216	0
485	633	217
904	985	366
1441	1572	448
2092	2190	580
2712	2807	679
4210	4290	775
5754	5828	856
6603	6690	931
7904	8003	1019
8762	8832	1119
9797	9841	1190
10625	10764	1235
11257	11379	1375
12281	12310	1498
13047	13177	1528
14223	14313	1659
15675	15796	1750
16964	17048	1872
17854	17923	1957
18452	18529	2027
18971	19015	2105
20641	20697	2150
22417	22591	2207
24536	24576	2382
0	125	0
394	542	126
813	894	275
1350	1481	357
2001	2099	489
2621	2716	588
4119	4199	684
5663	5737	765
6512	6599	840
7813	7912	928
8671	8741	1028
9706	9750	1099
10534	10673	1144
11166	11288	1284
12190	12219	1407
12956	13086	1437
14132	14222	1568
15584	15705	1659
16873	16957	1781
17763	17831	1866
18361	18438	1935
18880	18924	2013
20550	20606	2058
22326	22500	2115
23808	23867	2290
0	103	0
390	488	104
977	1058	203
1515	1601	285
2123	2235	372
2324	2409	485
0	101	0
187	260	102
388	486	176
975	1056	275
1513	1599	357
2121	2233	444
2322	2407	557
0	101	0
388	476	102
979	1056	191
1513	1599	269
2121	2233	356
2322	2407	469
0	98	0
184	257	99
972	1053	173
1510	1596	255
2118	2230	342
2319	2404	455
0	121	0
0	128	0
0	85	0
607	719	86
808	893	199
0	207	0
1814	1919	208
2870	2952	314
3059	3208	397
0	112	0
267	326	113
1134	1241	173
4271	4410	281
5121	5301	421
6390	7022	602
0	109	0
264	323	110
1131	1237	170
4267	4407	277
5118	5298	418
6387	7070	599
0	230	0
434	1318	231
1440	1791	1116
2420	2538	1468
0	8	0
689	801	9
1629	1716	122
2466	2560	210
3893	4059	305
4540	4612	472
5354	5419	545
5619	5791	611
7355	7506	784
7546	7678	936
7829	7977	1069
0	153	0
350	486	154
1314	1401	291
2151	2245	379
3578	3744	474
4225	4297	641
5039	5104	714
5304	5476	780
7040	7662	953
0	137	0
334	470	138
2077	2130	275
2143	2229	329
3562	3728	416
4209	4281	583
5023	5088	656
5288	5460	722
7024	7172	895
7215	7414	1044
7490	7646	1244
0	86	0
836	930	87
2263	2429	182
2910	2982	349
3724	3789	422
3989	4161	488
5725	5825	661
5871	6090	762
6121	6162	982
6199	6347	1024
0	1957	0
0	34	0
2773	3373	35
4869	4951	636
7105	7193	719
7416	7556	808
9480	9639	949
10716	10796	1109
15924	16052	1190
17419	17499	1319
18529	18673	1400
19202	19285	1545
23590	23690	1629
24580	24738	1730
28448	28525	1889
29362	29567	1967
34376	34507	2173
35751	35874	2305
47959	48072	2429
59280	59340	2543
61496	61645	2604
69483	69546	2754
70219	70387	2818
71473	71655	2987
72037	72155	3170
84411	84567	3289
91510	91626	3446
95738	95807	3563
97708	97824	3633
100857	101005	3750
102426	102578	3899
105206	105316	4052
110001	110085	4163
114287	114390	4248
115219	115299	4352
0	34	0
2773	2829	35
3286	3373	92
4869	4951	180
7105	7193	263
7416	7556	352
9480	9639	493
10716	10796	653
15924	16052	734
17419	17499	863
18529	18673	944
19202	19285	1089
23590	23690	1173
24580	24738	1274
28448	28525	1433
29362	29567	1511
34376	34507	1717
35751	35874	1849
47959	48072	1973
59280	59340	2087
61496	61645	2148
69483	69546	2298
70219	70387	2362
71473	71655	2531
72037	72155	2714
84411	84567	2833
91510	91626	2990
95738	95807	3107
97708	97824	3177
100857	101005	3294
102426	102578	3443
105206	105316	3596
110001	110085	3707
114287	114390	3792
115219	115299	3896
0	23	0
1004	1060	24
1517	1604	81
3100	3182	169
5336	5424	252
5647	5787	341
7711	7870	482
8947	9027	642
14155	14283	723
15650	15730	852
16760	16904	933
17433	17516	1078
21821	21921	1162
22811	22969	1263
26679	26756	1422
27593	27798	1500
32607	32738	1706
33982	34105	1838
46190	46303	1962
57511	57571	2076
59727	59876	2137
67714	67777	2287
68450	68618	2351
69704	69886	2520
70268	70386	2703
82642	82798	2822
89741	89857	2979
93969	94038	3096
95939	96055	3166
99088	99236	3283
100657	100809	3432
103437	103547	3585
108232	108316	3696
112518	112621	3781
113450	113530	3885
0	117	0
2745	2855	118
7540	7624	229
11826	11929	314
12758	13483	418
0	121	0
2040	2329	122
0	61	0
2647	2715	62
6467	6519	131
8576	8665	184
10365	10486	274
11284	11367	396
12417	12450	480
13023	13093	514
14306	14385	585
15708	15810	665
16214	16289	768
18039	18136	844
0	137	0
1188	1943	138
10832	11021	894
11151	11197	1084
11491	11592	1131
11968	12030	1233
0	925	0
1742	1874	926
3953	4127	1059
4277	4396	1234
4791	4908	1354
4986	5167	1472
5303	5444	1654
5817	5892	1796
6189	6392	1872
7026	7155	2076
7451	7686	2206
8250	8462	2442
0	18	0
391	466	19
763	966	95
1600	1729	299
2025	2260	429
2824	3405	665
0	1364	0
0	95	0
0	133	0
8762	8899	134
13096	13198	272
15053	15281	375
17344	17491	604
17696	17801	752
20475	20661	858
23342	23588	1045
24523	24615	1292
24901	25058	1385
25303	25498	1543
26703	26947	1739
29596	29717	1984
30089	30286	2106
32883	33117	2304
34486	34635	2539
35796	37794	2689
0	137	0
4334	4436	138
6291	6519	241
8582	8729	470
8934	9039	618
11713	11899	724
14580	14826	911
15761	15853	1158
16139	16296	1251
16541	16736	1409
17941	18185	1605
20834	20955	1850
21327	21524	1972
24121	24355	2170
25724	25873	2405
26708	26745	2555
27034	27082	2593
0	55	0
1459	1652	56
3359	3645	250
4264	4360	537
4550	4644	634
6077	6194	729
7370	7458	847
0	1205	0
1602	1712	1206
1788	1896	1317
1987	2097	1426
0	563	0
0	859	0
0	1202	0
1599	1656	1203
0	1066	0
0	473	0
3539	3645	474
6750	7033	581
0	230	0
1263	1391	231
2264	2359	360
2908	3180	456
4178	4405	729
5520	5679	957
6409	6559	1117
7956	8073	1268
10141	10254	1386
0	140	0
341	504	141
692	791	305
1699	1929	405
3371	3556	636
4816	4928	822
5581	5683	935
7437	7579	1038
8550	8656	1181
9614	9755	1288
10333	10441	1430
10690	11137	1539
0	137	0
338	501	138
689	788	302
1696	1926	402
3368	3553	633
4813	4925	819
5578	5680	932
6648	6743	1035
7434	7576	1131
8547	8653	1274
9611	9752	1381
10330	10438	1523
10687	11136	1632
0	116	0
317	480	117
668	767	281
1675	1825	381
8544	8632	532
9590	9731	621
10309	10417	763
10666	11114	872
0	201	0
2547	4007	202
0	179	0
607	768	180
1960	2106	342
2867	2994	489
4465	4664	617
4796	5532	817
0	250	0
1012	1138	251
2609	2808	378
2940	3682	578
0	2145	0
6621	7013	2146
0	59	0
2703	3679	60
8152	9023	1037
0	1287	0
10145	10186	1288
0	192	0
12689	12799	193
21766	21816	304
22309	22463	355
22947	23129	510
23484	23660	693
23893	24298	870
25010	26637	1276
0	69	0
317	427	70
9394	9444	181
9937	10091	232
10575	10757	387
11112	11288	570
11521	11926	747
12638	12702	1153
0	47	0
41299	41386	48
48615	49171	136
58026	58203	693
59444	59580	871
60439	60627	1008
61284	61364	1197
63433	63553	1278
65168	65299	1399
67178	67323	1531
71650	71876	1677
72843	73007	1904
73514	73596	2069
74869	74975	2152
76334	76456	2259
78643	78744	2382
79332	79436	2484
81826	81980	2589
82684	82851	2744
83258	83402	2912
84073	84150	3057
85265	85380	3135
87201	87287	3251
90858	90936	3338
93802	93977	3417
95148	96986	3593
0	53	0
14806	14893	54
22122	22678	142
25196	25237	699
31533	31710	741
32951	33087	919
33946	34134	1056
34791	34871	1245
36940	37060	1326
38675	38806	1447
40685	40830	1579
43490	43633	1725
45157	45383	1869
46350	46514	2096
47021	47103	2261
48376	48482	2344
49841	49963	2451
52150	52251	2574
52839	52943	2676
55333	55487	2781
56191	56358	2936
56765	56909	3104
57580	57657	3249
58772	58887	3327
60708	60794	3443
64365	64443	3530
67309	67484	3609
68655	68838	3785
0	62	0
8893	8980	63
16209	16765	151
19283	19324	708
25620	25797	750
27038	27174	928
28033	28221	1065
28878	28958	1254
31027	31147	1335
32762	32893	1456
34772	34917	1588
37577	37720	1734
39244	39470	1878
40437	40601	2105
41108	41190	2270
42463	42569	2353
43928	44050	2460
46237	46338	2583
46926	47030	2685
49420	49574	2790
50278	50445	2945
50852	50996	3113
51667	51744	3258
52859	52974	3336
54795	54881	3452
58452	58530	3539
61396	61571	3618
62742	62925	3794
0	29	0
3085	3172	30
10401	10957	118
13475	13516	675
19812	19989	717
21230	21366	895
22225	22413	1032
23070	23150	1221
25219	25339	1302
26954	27085	1423
28964	29109	1555
31769	31912	1701
33436	33662	1845
34629	34793	2072
35300	35382	2237
36655	36761	2320
38120	38242	2427
40429	40530	2550
41118	41222	2652
43612	43766	2757
44470	44637	2912
45044	45188	3080
45859	45936	3225
47051	47166	3303
48987	49073	3419
52644	52722	3506
55588	55763	3585
56934	57117	3761
0	5	0
2294	2381	6
9610	10166	94
12684	12725	651
19021	19198	693
20439	20575	871
21434	21622	1008
22279	22359	1197
24428	24548	1278
26163	26294	1399
28173	28318	1531
30978	31121	1677
32645	32871	1821
33838	34002	2048
34509	34591	2213
35864	35970	2296
37329	37451	2403
39638	39739	2526
40327	40431	2628
42821	42975	2733
43679	43846	2888
44253	44397	3056
45068	45145	3201
46260	46375	3279
48196	48282	3395
51853	51931	3482
54797	54972	3561
56143	56326	3737
0	2	0
702	789	3
8018	8574	91
17429	17606	648
18847	18983	826
19842	20030	963
20687	20767	1152
22836	22956	1233
24571	24702	1354
26581	26726	1486
31053	31279	1632
32246	32410	1859
32917	33024	2024
33061	33085	2132
35737	35859	2157
38046	38147	2280
38735	38839	2382
41229	41383	2487
42087	42254	2642
42661	42805	2810
43476	43553	2955
44668	44783	3033
46604	46690	3149
50261	50339	3236
53205	53380	3315
54551	54734	3491
0	477	0
3592	4148	478
6666	6707	1035
13003	13180	1077
14421	14557	1255
15416	15604	1392
16261	16341	1581
18410	18530	1662
20145	20276	1783
22155	22300	1915
24960	25103	2061
26627	26853	2205
27820	27984	2432
28491	28573	2597
29846	29952	2680
31311	31433	2787
33620	33721	2910
34309	34413	3012
36803	36957	3117
37661	37828	3272
38235	38379	3440
39050	39127	3585
40242	40357	3663
42178	42264	3779
45835	45913	3866
48779	48954	3945
50125	50308	4121
0	62	0
0	343	0
2732	2837	344
9230	9369	450
93946	94037	590
96615	96767	682
100970	101157	835
120198	120301	1023
132639	132754	1127
141402	141458	1243
142154	142228	1300
144362	144451	1375
148752	148961	1465
156708	156820	1675
159320	159432	1788
162372	162503	1901
162960	163032	2033
167064	167181	2106
172062	172129	2224
176591	176697	2292
191180	192001	2399
193276	193490	3221
194784	194904	3436
198489	198618	3557
199600	199659	3687
200615	200721	3747
209607	209703	3854
211599	211759	3951
212425	212562	4112
213429	213630	4250
215105	215269	4452
215647	215757	4617
215911	215998	4728
224606	224724	4816
226756	226821	4935
227375	227466	5001
227903	228053	5093
230649	230776	5244
235187	235283	5372
244014	244122	5469
245931	246038	5578
247550	247662	5686
247850	247977	5799
249056	249182	5927
249655	249765	6054
251855	251890	6165
254258	254465	6201
254597	254808	6409
256321	257691	6621
0	343	0
2732	2837	344
9230	9369	450
93946	94037	590
96615	96767	682
100970	101157	835
120198	120301	1023
132639	132754	1127
141402	141458	1243
144362	144451	1300
148752	148961	1390
156708	156820	1600
159320	159432	1713
162372	162503	1826
162960	163032	1958
167064	167181	2031
172062	172129	2149
176591	176697	2217
191180	192001	2324
193276	193490	3146
194784	194904	3361
198489	198618	3482
199600	199659	3612
200615	200721	3672
209607	209703	3779
211599	211759	3876
212425	212562	4037
213429	213630	4175
215105	215269	4377
215647	215757	4542
215911	215998	4653
224606	224724	4741
226756	226821	4860
227375	227466	4926
227903	228053	5018
230649	230776	5169
235187	235283	5297
244014	244122	5394
245931	246038	5503
247550	247662	5611
247850	247977	5724
249056	249182	5852
249655	249765	5979
251855	251890	6090
254258	254465	6126
254597	254808	6334
256321	257691	6546
0	74	0
239	455	75
663	1317	292
0	71	0
237	452	72
660	1374	288
0	1042	0
1369	1480	1043
1572	1679	1155
2068	2184	1263
2311	2466	1380
2648	2835	1536
3086	3248	1724
3912	4016	1887
4093	4208	1992
6148	6315	2108
6568	6673	2276
6977	7105	2382
9403	9533	2511
17977	18031	2642
0	609	0
6292	6341	610
6457	6538	660
6783	6859	742
7011	7089	819
7366	7469	898
7969	8117	1002
8363	8447	1151
8552	8682	1236
9157	9264	1367
9354	9414	1475
9675	9740	1536
9864	9944	1602
10034	10172	1683
10278	10387	1822
10471	10572	1932
11241	11326	2034
11437	11591	2120
12386	12509	2275
13510	15703	2399
0	609	0
6292	6341	610
6457	6538	660
6783	6859	742
7011	7089	819
7366	7469	898
7969	8117	1002
8363	8447	1151
8552	8682	1236
9157	9264	1367
9354	9414	1475
9675	9740	1536
9864	9944	1602
10034	10172	1683
10278	10387	1822
10471	10572	1932
11241	11326	2034
11437	11591	2120
13510	15765	2275
0	30	0
248	297	31
413	494	81
739	815	163
967	1045	240
1322	1425	319
1925	2073	423
2319	2403	572
2508	2638	657
3113	3220	788
3310	3370	896
3631	3696	957
3820	3900	1023
3990	4128	1104
4234	4343	1243
4427	4528	1353
5197	5282	1455
5393	5547	1541
7466	7548	1696
0	57	0
0	91	0
831	1556	92
1677	1771	818
2197	2367	913
2682	2805	1084
2877	3100	1208
3214	3320	1432
3399	3624	1539
3709	3882	1765
3949	4158	1939
4245	4348	2149
4621	4680	2253
4760	4920	2313
5040	5241	2474
0	192	0
533	735	193
5124	5249	396
8760	8975	522
17424	18002	738
0	167	0
653	753	168
2158	2893	269
0	36	0
1280	1579	37
2614	2723	337
3907	4017	447
4506	4654	558
5603	5712	707
6502	6582	817
7106	7279	898
8029	8335	1072
0	402	0
1437	1546	403
2730	2840	513
3328	3477	624
4425	4535	774
5325	5405	885
5929	6102	966
6852	7152	1140
0	1129	0
6100	6147	1130
6487	6538	1178
13049	13264	1230
0	296	0
4192	4631	297
0	595	0
972	1043	596
8055	8100	668
13295	13628	714
0	1296	0
1960	2123	1297
2682	2843	1461
3470	3566	1623
4027	4178	1720
5269	5401	1872
5916	6046	2005
6351	6494	2136
6836	6955	2280
8059	8202	2400
8982	9104	2544
13203	13475	2667
21228	21500	2940
23499	23771	3213
33257	33520	3486
33890	33979	3750
34509	34694	3840
35029	35298	4026
35895	36054	4296
36154	36269	4456
37142	37405	4572
39161	40474	4836
41390	41982	6150
66421	66604	6743
0	110	0
774	937	111
1496	1657	275
2284	2380	437
2841	2992	534
4083	4215	686
4730	4860	819
5165	5308	950
5650	5769	1094
6873	7016	1214
7796	7918	1358
20042	20314	1481
22313	22585	1754
32071	32334	2027
32704	32793	2291
33323	33508	2381
33843	34112	2567
34709	34868	2837
34968	35083	2997
35956	36219	3113
37975	39288	3377
40204	40666	4691
0	110	0
774	937	111
1496	1657	275
2284	2380	437
2841	2992	534
4083	4215	686
4730	4860	819
5165	5308	950
5650	5769	1094
6873	7016	1214
7796	7918	1358
32071	32334	1481
32704	32793	1745
33323	33508	1835
33843	34112	2021
